time,demo_network.SW_2.port[0].ibuf.inputQueueLength
0.000016001,0
0.0000176394,0
0.0000192778,0
0.0000209162,0
0.0000225546,0
0.000025113,0
0.000028433,0
0.000031753,0
0.000035073,0
0.000038393,0
0.000041713,0
0.000045033,0
0.000048353,0
0.000051673,0
0.000054993,0
0.000058313,0
0.000061633,0
0.000064953,0
0.000068273,0
0.000071593,0
0.000074913,0
0.000078233,0
0.000081553,0
0.000084873,0
0.000088193,0
0.000091513,0
0.000094833,0
0.000098153,0
0.000101473,0
0.000104793,0
0.000108113,0
0.000111433,0
0.000114753,0
0.000118073,0
0.000121393,0
0.000124713,0
0.000128033,0
0.000131353,0
0.000134673,0
0.000137993,0
0.000141313,0
0.000144633,0
0.000147953,0
0.000151273,0
0.000154593,0
0.000157913,0
0.000161233,0
0.000164553,0
0.000167873,0
0.000171193,0
0.000174513,0
0.000177833,0
0.000181153,0
0.000184473,0
0.000187793,0
0.000191113,0
0.000194433,0
0.000197753,0
0.000201073,0
0.000204393,0
0.000207713,0
0.000211033,0
0.000214353,0
0.000217673,0
0.000220993,0
0.000224313,0
0.000227633,0
0.000230953,0
0.000234273,0
0.000237593,0
0.000240913,0
0.000244233,0
0.000247553,0
0.000250873,0
0.000254193,0
0.000257513,0
0.000260833,0
0.000264153,0
0.000267473,0
0.000270793,0
0.000274113,0
0.000277433,0
0.000280753,0
0.000284073,0
0.000287393,0
0.000290713,0
0.000294033,0
0.000297353,0
0.000300673,0
0.000303993,0
0.000307313,0
0.000310633,0
0.000313953,0
0.000317273,0
0.000320593,0
0.000323913,0
0.000327233,0
0.000330553,0
0.000333873,0
0.000337193,0
0.000340513,0
0.000343833,0
0.000347153,0
0.000350473,0
0.000353793,0
0.000357113,0
0.000360433,0
0.000363753,0
0.000367073,0
0.000370393,0
0.000373713,0
0.000377033,0
0.000380353,0
0.000383673,0
0.000386993,0
0.000390313,0
0.000393633,0
0.000396953,0
0.000400273,0
0.000403593,0
0.000406913,0
0.000410233,0
0.000413553,0
0.000416873,0
0.000420193,0
0.000423513,0
0.000426833,0
0.000430153,0
0.000433473,0
0.000436793,0
0.000440113,0
0.000443433,0
0.000446753,0
0.000450073,0
0.000453393,0
0.000456713,0
0.000460033,0
0.000463353,0
0.000466673,0
0.000469993,0
0.000473313,0
0.000476633,0
0.000479953,0
0.000483273,0
0.000486593,0
0.000489913,0
0.000493233,0
0.000496553,0
0.000499873,0
0.000503193,0
0.000506513,0
0.000509833,0
0.000513153,0
0.000516473,0
0.000519793,0
0.000523113,0
0.000526433,0
0.000529753,0
0.000533073,0
0.000536393,0
0.000539713,0
0.000543033,0
0.000546353,0
0.000549673,0
0.000552993,0
0.000556313,0
0.000559633,0
0.000562953,0
0.000566273,0
0.000569593,0
0.000572913,0
0.000576233,0
0.000579553,0
0.000582873,0
0.000586193,0
0.000589513,0
0.000592833,0
0.000596153,0
0.000599473,0
0.000602793,0
0.000606113,0
0.000609433,0
0.000612753,0
0.000616073,0
0.000619393,0
0.000622713,0
0.000626033,0
0.000629353,0
0.000632673,0
0.000635993,0
0.000639313,0
0.000642633,0
0.000645953,0
0.000649273,0
0.000652593,0
0.000655913,0
0.000659233,0
0.000662553,0
0.000665873,0
0.000669193,0
0.000672513,0
0.000675833,0
0.000679153,0
0.000682473,0
0.000685793,0
0.000689113,0
0.000692433,0
0.000695753,0
0.000699073,0
0.000702393,0
0.000705713,0
0.000709033,0
0.000712353,0
0.000715673,0
0.000718993,0
0.000722313,0
0.000725633,0
0.000728953,0
0.000732273,0
0.000735593,0
0.000738913,0
0.000742233,0
0.000745553,0
0.000748873,0
0.000752193,0
0.000755513,0
0.000758833,0
0.000762153,0
0.000765473,0
0.000768793,0
0.000772113,0
0.000775433,0
0.000778753,0
0.000782073,0
0.000785393,0
0.000788713,0
0.000792033,0
0.000795353,0
0.000798673,0
0.000801993,0
0.000805313,0
0.000808633,0
0.000811953,0
0.000815273,0
0.000818593,0
0.000821913,0
0.000825233,0
0.000828553,0
0.000831873,0
0.000835193,0
0.000838513,0
0.000841833,0
0.000845153,0
0.000848473,0
0.000851793,0
0.000855113,0
0.000858433,0
0.000861753,0
0.000865073,0
0.000868393,0
0.000871713,0
0.000875033,0
0.000878353,0
0.000881673,0
0.000884993,0
0.000888313,0
0.000891633,0
0.000894953,0
0.000898273,0
0.000901593,0
0.000904913,0
0.000908233,0
0.000911553,0
0.000914873,0
0.000918193,0
0.000921513,0
0.000924833,0
0.000928153,0
0.000931473,0
0.000934793,0
0.000938113,0
0.000941433,0
0.000944753,0
0.000948073,0
0.000951393,0
0.000954713,0
0.000958033,0
0.000961353,0
0.000964673,0
0.000967993,0
0.000971313,0
0.000974633,0
0.000977953,0
0.000981273,0
0.000984593,0
0.000987913,0
0.000991233,0
0.000994553,0
0.000997873,0
0.001001193,0
0.001004513,0
0.001007833,0
0.001011153,0
0.001014473,0
0.001017793,0
0.001021113,0
0.001024433,0
0.001027753,0
0.001031073,0
0.001034393,0
0.001037713,0
0.001041033,0
0.001044353,0
0.001047673,0
0.001050993,0
0.001054313,0
0.001057633,0
0.001060953,0
0.001064273,0
0.001067593,0
0.001070913,0
0.001074233,0
0.001077553,0
0.001080873,0
0.001084193,0
0.001087513,0
0.001090833,0
0.001094153,0
0.001097473,0
0.001100793,0
0.001104113,0
0.001107433,0
0.001110753,0
0.001114073,0
0.001117393,0
0.001120713,0
0.001124033,0
0.001127353,0
0.001130673,0
0.001133993,0
0.001137313,0
0.001140633,0
0.001143953,0
0.001147273,0
0.001150593,0
0.001153913,0
0.001157233,0
0.001160553,0
0.001163873,0
0.001167193,0
0.001170513,0
0.001173833,0
0.001177153,0
0.001180473,0
0.001183793,0
0.001187113,0
0.001190433,0
0.001193753,0
0.001197073,0
0.001200393,0
0.001203713,0
0.001207033,0
0.001210353,0
0.001213673,0
0.001216993,0
0.001220313,0
0.001223633,0
0.001226953,0
0.001230273,0
0.001233593,0
0.001236913,0
0.001240233,0
0.001243553,0
0.001246873,0
0.001250193,0
0.001253513,0
0.001256833,0
0.001260153,0
0.001263473,0
0.001266793,0
0.001270113,0
0.001273433,0
0.001276753,0
0.001280073,0
0.001283393,0
0.001286713,0
0.001290033,0
0.001293353,0
0.001296673,0
0.001299993,0
0.001303313,0
0.001306633,0
0.001309953,0
0.001313273,0
0.001316593,0
0.001319913,0
0.001323233,0
0.001326553,0
0.001329873,0
0.001333193,0
0.001336513,0
0.001339833,0
0.001343153,0
0.001346473,0
0.001349793,0
0.001353113,0
0.001356433,0
0.001359753,0
0.001363073,0
0.001366393,0
0.001369713,0
0.001373033,0
0.001376353,0
0.001379673,0
0.001382993,0
0.001386313,0
0.001389633,0
0.001392953,0
0.001396273,0
0.001399593,0
0.001402913,0
0.001406233,0
0.001409553,0
0.001412873,0
0.001416193,0
0.001419513,0
0.001422833,0
0.001426153,0
0.001429473,0
0.001432793,0
0.001436113,0
0.001439433,0
0.001442753,0
0.001446073,0
0.001449393,0
0.001452713,0
0.001456033,0
0.001459353,0
0.001462673,0
0.001465993,0
0.001469313,0
0.001472633,0
0.001475953,0
0.001479273,0
0.001482593,0
0.001485913,0
0.001489233,0
0.001492553,0
0.001495873,0
0.001499193,0
0.001502513,0
0.001505833,0
0.001509153,0
0.001512473,0
0.001515793,0
0.001519113,0
0.001522433,0
0.001525753,0
0.001529073,0
0.001532393,0
0.001535713,0
0.001539033,0
0.001542353,0
0.001545673,0
0.001548993,0
0.001552313,0
0.001555633,0
0.001558953,0
0.001562273,0
0.001565593,0
0.001568913,0
0.001572233,0
0.001575553,0
0.001578873,0
0.001582193,0
0.001585513,0
0.001588833,0
0.001592153,0
0.001595473,0
0.001598793,0
0.001602113,0
0.001605433,0
0.001608753,0
0.001612073,0
0.001615393,0
0.001618713,0
0.001622033,0
0.001625353,0
0.001628673,0
0.001631993,0
0.001635313,0
0.001638633,0
0.001641953,0
0.001645273,0
0.001648593,0
0.001651913,0
0.001655233,0
0.001658553,0
0.001661873,0
0.001665193,0
0.001668513,0
0.001671833,0
0.001675153,0
0.001678473,0
0.001681793,0
0.001685113,0
0.001688433,0
0.001691753,0
0.001695073,0
0.001698393,0
0.001701713,0
0.001705033,0
0.001708353,0
0.001711673,0
0.001714993,0
0.001718313,0
0.001721633,0
0.001724953,0
0.001728273,0
0.001731593,0
0.001734913,0
0.001738233,0
0.001741553,0
0.001744873,0
0.001748193,0
0.001751513,0
0.001754833,0
0.001758153,0
0.001761473,0
0.001764793,0
0.001768113,0
0.001771433,0
0.001774753,0
0.001778073,0
0.001781393,0
0.001784713,0
0.001788033,0
0.001791353,0
0.001794673,0
0.001797993,0
0.001801313,0
0.001804633,0
0.001807953,0
0.001811273,0
0.001814593,0
0.001817913,0
0.001821233,0
0.001824553,0
0.001827873,0
0.001831193,0
0.001834513,0
0.001837833,0
0.001841153,0
0.001844473,0
0.001847793,0
0.001851113,0
0.001854433,0
0.001857753,0
0.001861073,0
0.001864393,0
0.001867713,0
0.001871033,0
0.001874353,0
0.001877673,0
0.001880993,0
0.001884313,0
0.001887633,0
0.001890953,0
0.001894273,0
0.001897593,0
0.001900913,0
0.001904233,0
0.001907553,0
0.001910873,0
0.001914193,0
0.001917513,0
0.001920833,0
0.001924153,0
0.001927473,0
0.001930793,0
0.001934113,0
0.001937433,0
0.001940753,0
0.001944073,0
0.001947393,0
0.001950713,0
0.001954033,0
0.001957353,0
0.001960673,0
0.001963993,0
0.001967313,0
0.001970633,0
0.001973953,0
0.001977273,0
0.001980593,0
0.001983913,0
0.001987233,0
0.001990553,0
0.001993873,0
0.001997193,0
0.002000513,0
0.002003833,0
0.002007153,0
0.002010473,0
0.002013793,0
0.002017113,0
0.002020433,0
0.002023753,0
0.002027073,0
0.002030393,0
0.002033713,0
0.002037033,0
0.002040353,0
0.002043673,0
0.002046993,0
0.002050313,0
0.002053633,0
0.002056953,0
0.002060273,0
0.002063593,0
0.002066913,0
0.002070233,0
0.002073553,0
0.002076873,0
0.002080193,0
0.002083513,0
0.002086833,0
0.002090153,0
0.002093473,0
0.002096793,0
0.002100113,0
0.002103433,0
0.002106753,0
0.002110073,0
0.002113393,0
0.002116713,0
0.002120033,0
0.002123353,0
0.002126673,0
0.002129993,0
0.002133313,0
0.002136633,0
0.002139953,0
0.002143273,0
0.002146593,0
0.002149913,0
0.002153233,0
0.002156553,0
0.002159873,0
0.002163193,0
0.002166513,0
0.002169833,0
0.002173153,0
0.002176473,0
0.002179793,0
0.002183113,0
0.002186433,0
0.002189753,0
0.002193073,0
0.002196393,0
